utterance,persona_sentence,label
yup . a cheeseburger and a war documentary are my idea of a good saturday .,i like watching war documentaries .,positive
"i love dogs her name is barnaby , a german shepherd .",i have a german shepherd named barnaby .,positive
"yes it hurts so much , i keep some in my library at home .",i have a big library at home .,positive
how many languages do you speak ? i am up to three .,i can speak 3 languages .,positive
i have a lot of grand kids and great grand kids . i am 100 after all .,i am 100 years old .,positive
i work with children .,i just got a job working in a gas station .,positive
that is funny . my favorite drink is a cup of coffee .,i am a huge coffee lover .,positive
i have been employed for awhile .,my part time gig has me doing some pretty brave things .,positive
"ouch ! that is not good ! i do not do well with injuries , blood , etc .",i faint at the sight of blood .,positive
"always shopping time ! i hate carrying the bags around , someone else should do it .",i love spending money .,positive
bugs bother me but scorpions are the absolute worst .,i am terrified of scorpions .,positive
just having a cup of coffee getting ready for work you .,nothing beats a hot cup of java .,positive
i dance on the weekends .,i am a dancer .,positive
"i work as a mechanical engineer , i love my job .",i am a mechanical engineer .,positive
i am very lonely .,i do not have many friends .,positive
"cool and coffee is great , as a graduate student i pull tons of all nighters .",i am also a graduate student .,positive
cool . i volunteer at various places at the moment .,i volunteer at a soup kitchen .,positive
my favorite thing is to ride my motorcycle . i do not even have a car .,i ride my motorcycle everywhere .,positive
i am single now .,i have never had a steady relationship .,positive
"that is awesome . going strong , even at 100 .",i am very strong for my age .,positive
"i am still in school , looking to be a lawyer .",i want to be a lawyer .,positive
"i do not tan , i have very light skin with big brown eyes .",i have light skin with big brown eyes .,positive
i like eating papaya when i am sad .,my favorite food is papaya .,positive
i am 56 years old and i am a housekeeper .,i am a 56 year old woman .,positive
i am a loyal employee .,i got a new job just yesterday to be a life coach .,positive
maybe i will meet him at disney world ! 3 .,i love to go to disney world every year .,positive
i just got finished feeding my fish .,i have a pet fish .,positive
just corn and wheat . tend them with my red tractor .,my favorite color is red .,positive
i closed on a home not too long ago .,i recently purchased my starter house .,positive
i give music lessons and do volunteer work . he is a detective .,i volunteer at the homeless shelter .,positive
i am an american chef that also loves fishing .,i love cooking but i also enjoy fishing .,positive
"trabajo means work . in french , the word for work is travail .",my favorite spanish word is trabajo .,positive
kind of a family tradition the army thing .,i am in the army .,positive
hey . how are you . just got back from kayaking .,i am an avid kayaker .,positive
i have ice blue eyes and platinum blonde hair .,i have blonde hair and blue eyes .,positive
"yeah . i am still in high school , homecoming queen this year .",i am currently in high school .,positive
no i just love watching my cats play with their yarn .,"i am crazy for felines , i have a couple .",positive
my best friend plays with dolls . we are four .,my best friend lives next door .,positive
my dad was always busy working at home depot .,my father used to work for home depot .,positive
interesting . my amazing wife orders a lot online so she keeps you in business .,my spouse and children are amazing .,positive
glad to hear that . life is like living in a cloud .,i live in the cloud .,positive
"i am a weird lady who does not believe in god . blue is pretty , though .",i do not believe in god .,positive
i help out at the local soup kitchen . do you volunteer too ?,i volunteer at a soup kitchen .,positive
"that is funny ! do you have a favorite food ? i like everything , except for chicken .",i do not like chicken .,positive
my parents are teachers and together we love board games .,my parents were also teachers .,positive
i am ! i am only 24 and i could not be happier .,i am 24 years old .,positive
i have a dogs .,i enjoy the company of a poodle and boxer .,positive
"it stinks being 12 years old with no pals , i wish i had bunnies to play with !",i am a 12 year old girl .,positive
"you cant give a dog chocolate candy , but i will take it .",when i grow up i want to be a dog .,positive
spain but i had already been here just not to live my school hired me ft .,i work at a school .,positive
oh wonderful ! i work as an elementary school teacher ! my parents were teachers too .,"like me , my mom and dad taught at bloom high school .",positive
i am an ice cream and ice water kind of guy .,my favorite ice cream flavor is chocolate .,positive
"hello . do you like painting ? i used to be a painter , it was a good life .",i used to be a painter but now i am a housekeeper .,positive
not working yet . just having fun with friends ! hehe . you ?,i just want to have fun with my friends .,positive
i do not ride a bike because when i talk people do not understand .,i like to talk but people have a hard time understanding .,positive
no i sadly do not . i never been one to hold a steady relationship .,i have never had a steady relationship .,positive
"i want to be famous , like mickey mouse . he is my favorite . i love disney !",i love to go to disney world every year .,positive
do you dance ? do you live in florida ? i love the united states .,now i live in the united states .,positive
"sounds like a true joy . i am retired now , so you are inspiring me to try that .",i am retired and living the great life .,positive
maybe your dogs do not like travis scott . lol .,my favourite artist is travis scott .,positive
"yeah i wanna gamble , i go gambling when time permits .",i go gambling in my spare time .,positive
oh that sounds amazing i also drink this fancy tea from germany .,i love to drink fancy tea .,positive
my mom is a dentist .,my mother is a dentist .,positive
i just got a job working in a gas station .,i have a second job .,positive
my brother loves dogs . he is older than me .,my brother is older than me .,positive
i am retired but i love baking cookies for the bake sale . you ?,i love to bake cookies .,positive
i am a stay at home dad .,i have a children and a dogs .,positive
i can move the burgers into the trash with my powers .,since the surgery i have had strange powers .,positive
i blame my skateboarding friends .,my peeps are all skaters .,positive
only if gambling counts as well .,i go gambling in my spare time .,positive
well i can respect that i guess . i am a male chef gender stereotypes bother me .,hey my name is larry and i am a chef .,positive
"there are not any ice cream shops near me , i live in a very small town .",i am from a small town .,positive
"hey , what is your least favorite food ? mine is chicken .",i do not like chicken .,positive
"i work on my garden , growing roses .",i grow roses in my garden .,positive
yes i do . he is a yellow lab named yellow because yellow is awesome !,my favorite color is yellow .,positive
"i am currently looking for work , but am a licensed doctor .",i am a doctor .,positive
"i like rascal flats , they are my favorite band .",my favorite band is rascal flats .,positive
"i am very free spirited person , but my mother is somewhat traditional .",i am a hippie but my mom is not .,positive
i am doing great ! just got home from shopping .,i enjoy browsing stores .,positive
yum . you will find me in the kitchen and if not i am fishing .,if i am not cooking in the kitchen then i am definitely on the water .,positive
i am now looking for a new job .,i am seeking a different employment opportunity .,positive
just relaxing waiting on my wife and three children to get ready .,my wife and kids are the best .,positive
"you are lucky , they only love horses .",my family has raised horses for a generations .,positive
i recently moved to this country .,i do not have a high paying job .,positive
i enjoy the company of a poodle and boxer .,i compete in dog agility classes .,positive
i should . i usually spend my time on facebook .,i spend most of my time on facebook when i am not working .,positive
i keep my hair short so i do not have to pull it back at gym .,i love going to the gym .,positive
i am allergic to water so i do not leave home often .,drinking h2o makes me i will .,positive
"hello , i am a lonely little girl .",i am very lonely .,positive
2 children both fully grow . they never drop by .,i have two grown children who never visit .,positive
"i am sorry to hear that , i did not graduate during highschool .",i did not graduate high school .,positive
"going good , drinking coffee lol i love coffee .",nothing beats a hot cup of java .,positive
sure ! you can be friends with my 3 dogs too if you are not allergic .,"i love my chihuahua , my schnauzer , and my shih tzu .",positive
i enjoy poetry .,i love to read .,positive
i would only work at a restaurant that serves tacos . they have them all over in alabama .,i live in alabama .,positive
your office would not enjoy my rainbow hair ! that would wake things up !,i have rainbow hair .,positive
hello ! i finally turned 18 !,i turned 18 years old yesterday .,positive
my pups are my family .,i have a pet canine that looks like a police canine .,positive
nowadays it is rare to see any kids have them over here in colorado .,i live in colorado .,positive
i grow crops in the family fields .,i am a bee farmer .,positive
i have a job in the shipyard when i am not volunteering to pet the bunnies .,i volunteer my time with a local bunny rescue .,positive
"i have five kids all male , we all fit into a mini van .",i drive a mini van .,positive
"nice , i am 18 now .",i turned 18 years old yesterday .,positive
"hi graham , i am ashley , i am a 12 year old female tell me about you .",i am a 12 year old girl .,positive
"oh , well i have parents , and a brother that is a little older than me .",my brother is older than me .,positive
"it is cool . i have a yacht . when i am not using it , i rent it out .",i own a yacht and i rent it out when i am not using it .,positive
i drive a big truck with my friends and live in the country .,i only listen to country music .,positive
i work out to stay strong in juvenile detention . i do not have a tv sadly .,i am currently in a juvenile detention center .,positive
i love the rolling stones . i see their concert every year .,i see the rolling stones in concert every year .,positive
i am out of coffee ! i need to get more !,nothing beats a hot cup of java .,positive
death is not so bad . it is grey and a lot like working overtime .,my favorite color is grey .,positive
"lately mostly low sodium keto ones , hate to admit i am on the high maintenance side .",i am high maintenance .,positive
"i see , i waitress during the day to help supplement my income . do you like tanning .",i waitress during the day to supplement my income .,positive
that is why you made cookies ! my trade is mechanical engineer and i am in colorado .,i am a mechanical engineer .,positive
"no i am stuck here for shoplifting , my mom at least is visiting me tomorrow .",my mom is coming to visit me tomorrow .,positive
no i do not care much about foods . or fashion .,i do not care about fashion .,positive
same with me i like to stay in shape .,i am rather skinny as i like to stay in shape .,positive
i was born and raised in ohio and have never left . what about you ?,i have never been out of ohio .,positive
"that is not ok , my older brother used to do that .",my brother is older than me .,positive
"that is great , i like my food grey , the color i like on everything !",my favorite color is grey .,positive
"he is a black lab named is trooper , he is a great hiking buddy !",i like to go hiking in the spring .,positive
i come from a military family . my grandfather served in a world war .,my grandfather served in world war a .,positive
i have a german shepherd named barnaby .,my pups are my family .,positive
"yeah , snow , i move south in the winter since i retired .",i no longer work due to my age .,positive
i love cats and have five of them .,my cats are very special to me .,positive
who is that ? i came back from the homeless shelter i volunteer at .,i volunteer at the homeless shelter .,positive
"are you allergic to fish , i have one , his name is nemo .",i have a pet fish .,positive
i do . two dogs . they are amazing .,i enjoy the company of a poodle and boxer .,positive
i wish my children would visit more often .,i have two grown children who never visit .,positive
i am good i am watching mean girls i love this movie .,my favorite movie is mean girls .,positive
just got done moving . me and my friend got an apartment together .,i recently got an apartment with my best friend .,positive
awe i am more into gymnastics .,i really like performing handstands and back flips on the balance beam .,positive
that is a good idea but i prefer to play with my toys .,i enjoy playing dress up and create lives for my toys .,positive
nice i like to travel i could use a car .,i really like to travel .,positive
hi i am doing good . was just reading a book trying to relax .,my favorite way to relax is to read a book .,positive
i have 5 cats that i love like humans .,my cats are very special to me .,positive
i ride horses mostly . and you ?,i like to ride horses .,positive
wonderful ! we have a large family and live in a large house .,i live in a three storey house .,positive
"healthy is good , better than my gambling .",i go gambling in my spare time .,positive
i read dog books a lot . mine competes .,i go do competitions with my husky .,positive
i used to take a lot of bubble baths when i was recovering from cancer .,i had cancer but its gone now .,positive
on the weekdays i work at a bar to pay for college . nice .,i work at a bar at night to pay for college .,positive
spiderman and gas stations rule .,spiderman is my favorite .,positive
"i am well , retired and living my best life ! how about you ?",i am retired and living the great life .,positive
i am in the u . s . now thanks to my aunt .,my aunt helped me escape when i was of .,positive
i am 16 . currently in high school . how old are you ?,i am currently in high school .,positive
i am 46 yrs old i live in california and i have 46 kids .,whats up i am a 46 year old single dad 46 a kids .,positive
not too bad . hanging with my cats tonight .,i love cats and have two cats .,positive
do you like it ? i am a tour guide in a museum .,i am a museum tour guide .,positive
"cool ! i enjoy movies also , my favorite is friday .",my favorite movie is friday .,positive
"hi , i spend my time with my dogs and gardening .",i have a dogs .,positive
i like people and exploring new places in the city . do you like animals ?,i like seeing different places in a town .,positive
"lol . next weekend , i am doing a larp , live action role playing , event .",i love dungeons and dragons .,positive
"three children is in my family , i work as a plumber .",i am a plumber .,positive
i go do competitions with my husky .,i love dogs .,positive
love it ! but enjoy music more . up is my favorite band do you like music .,my favorite band is up and i got to see them in concert once .,positive
that is great . i wish my parents would actually support my dream .,my parents are not very supportive of my dream .,positive
oh i see . how about eating healthy ? i stay away from meat .,i do not eat any meat .,positive
"yes on some weekends i do that , i also dance on some .",i dance on the weekends .,positive
"well you would not guess by looking at my , but i am a big cat lover !",my cats are very special to me .,positive
i am unemployed as of right now .,i work in it and have been at the same company for 15 years .,positive
i keep my pet monkey bobo in the trunk of my bmw .,i drive a bmw .,positive
my hearing is not that good i just reached 100 years .,i am 100 years old .,positive
"i go there a lot with my church , it is a christian church .",i am a christian .,positive
"i work as a custodian , to pay bills . i am also a musician .",i am a musician and hope to make it big some day .,positive
"i do . i also race motorcycles , but i need to supplement that income .",my main transportation is my motorbike .,positive
i see . have you lived there for a long time ? we just recently bought a home .,i just moved into my first home .,positive
good luck . hope its warm so i can eat my favorite vanilla ice cream !,i have a weakness for vanilla ice cream .,positive
i have a german shepherd dog .,i enjoy the company of a poodle and boxer .,positive
please . never had an interest in space as a kid back on the farm .,i grew up on a farm .,positive
i bought a cute watch the other day ! same one britney spears has !,i love listening to britney spears .,positive
"good , i just started working at a gas station .",i just got a job working in a gas station .,positive
sounds interesting i also love grilling my food outdoors .,i like to grill outdoors .,positive
are you male or female . male here .,i am a man .,positive
how nice of you . our church group does many charitable services .,i attend church every week .,positive
i have been there to get food . i have to waitress to supplement my income .,i waitress during the day to supplement my income .,positive
i am all about fitness . i used to be a gym teacher .,i am a retired gym teacher .,positive
do you enjoy hiking at all ? i go during spring usually .,i like to go hiking in the spring .,positive
"that is true , you may have just changed my outlook on being skinny haha .",i am rather skinny as i like to stay in shape .,positive
i have two cats . i watch the birds outside . it is getting close to holidays .,i spend my time bird watching with my cats .,positive
yeah sure ! i run marathons i am preparing one for this summer .,i love running and preparing for marathons .,positive
born and raised on a farm with horses .,my family has raised horses for a generations .,positive
i am more partial to the muted tones of each color .,i enjoy art and often edit images of my family .,positive
"i was , i do not drink or do drugs !",i do not drink or do drugs or anything .,positive
haha awesome ! do you play any video games ?,my friends and i enjoy video games .,positive
"marathons all day , just running circles !",i love running and preparing for marathons .,positive
"in the army here , i live in canada .",i am in the army .,positive
what is your favorite food ? mine is cheeseburgers .,cheeseburgers are my favorite food .,positive
great whats your favorite color ? mine is yellow .,my favorite color is yellow .,positive
"i am , my wife and i have three girls .",my wife and kids are the best .,positive
very easy but i am allergic to water .,drinking h2o makes me i will .,positive
recently i have been singing alot of taylor swift .,my favorite singer is taylor swift .,positive
sports are ok but i love cooking shows and cooking .,i do like watching cooking shows .,positive
"i am single , too . i have never been in a real relationship , to be honest .",i have never had a steady relationship .,positive
yes i am . but really hoping to retire soon .,i think i will retire in a few years .,positive
i play quite a lot of instruments .,i play several instruments .,positive
i take photos of the horses and scenery .,my family has raised horses for a generations .,positive
"i do enjoy it a lot , i am retired and i have a cat .",i am retired and living the great life .,positive
"it is a great sport just a little dangerous , i love spiderman .",spiderman is my favorite .,positive
"designed , yes . now i am making a robot to be a body double of myself .",i am working on a building a robot to be my body double .,positive
cool . i am getting married next spring and i will be 24 .,i am 24 years old .,positive
i have five young sons .,i have all boys .,positive
i am also working on my library . there is always a need for more book shelves .,i have a big library at home .,positive
pretty good . i just got back from the gym . i go there all the time .,i go to the gym regularly .,positive
"i am retired , i was a gym teacher .",i am a retired gym teacher .,positive
"i do enjoy it , as a bee farmer .",i am a bee farmer .,positive
i have eaten a dozen donuts before noon . i am going to weigh a ton .,i like donuts .,positive
i will remember that . i should get back to the playground now .,i like to use the swings and monkey bars .,positive
"oh wow , i am old too . i do not even own a smartphone .",i do not have a smartphone .,positive
i hang at the work out place and chat .,i work with children .,positive
hmm . . . no it was a name given from the shelter . i love the color grey .,my favorite color is grey .,positive
i recently broke my arm so i am not working .,i have a broken arm .,positive
my best friend got it for me . he lives across he street .,my best friend lives next door .,positive
i enjoy working on my two vintage cars in my spare time .,i love muscle cars .,positive
"i do not watch much television , but i love music . britney spears is my favorite .",i love listening to britney spears .,positive
"i am good at math , i am a electrician and drive a big truck .",i am an electrician .,positive
i bought a house with room for a garden .,i closed on a home not too long ago .,positive
i have a yacht but since i am not home i rent it out .,i own a yacht and i rent it out when i am not using it .,positive
since i have been fired from my last job i have been working in insurance .,i work in the insurance business .,positive
i have heard that cutting meat out of your diet helps with cancer .,i do not consume meat products .,positive
i won homecoming queen this year .,"while on school , i applied myself to the career i sought .",positive
i like to go hiking in the mornings to see the sunset .,i like to go hiking in the spring .,positive
i love to drive my mini van with my sons to a concert .,i drive a mini van .,positive
"yeah , i am not sure . i am pretty overweight .",i am overweight and unhappy .,positive
"i will be retiring in a few years , do you like camping ?",i think i will retire in a few years .,positive
"i went to school to be a vet , but i did not like it .",i went to school to be a veterinarian but hated it .,positive
nice ! i am a part time piano teacher .,i am a piano teacher on the side .,positive
i am a college student . art major .,i am an art major in college .,positive
"yeah , it can get expensive . i recently bought a house and need to watch my spending .",i closed on a home not too long ago .,positive
i would go kayaking but i am really not good at swimming so i would be scared .,i am not a good swimmer at all .,positive
i hate that . took my belief in god away .,i do not believe in god .,positive
"yeah i jam my country music , with my short brown hair .",my favourite music is country music .,positive
i play several instruments .,i started playing guitar when i was three .,positive
"that is funny , i have to vintage cars with radios set to my favorite music . country .",i love muscle cars .,positive
"spend cash , go shopping , drink smoothies .",i love spending money .,positive
"that is so awesome . i love pools , the blue hue from the water is so relaxing .",my favorite color is blue .,positive
"oh , mickey is my sisters stage name , she is a pole dancer .",my sister is a pole dancer .,positive
that is fun . i like to play with my dogs and go to the gym .,i love going to the gym .,positive
nice . enjoy listening to country music .,i like to go to country concerts on weekends .,positive
"i play guitar , when i am not mowing my lawn during summer days .",i enjoy mowing my lawn on sunny days .,positive
yum ! working on my goals for running . i want to run a k .,my current goal is to run a k .,positive
oh that sounds exciting . i just became a pa 3 months ago . my job is boring .,i started a new job as a pa three months ago .,positive
"i am a student also , i have a degree from yale but i am going back soon .",i plan to go to business school next year .,positive
and i work at a school so kids everywhere .,i work at a school .,positive
great ! i am larry here . a chef 80 of the time . . . on my pontoon 20 .,hey my name is larry and i am a chef .,positive
"invitations , catering , photographer , venue , plus i am a kindergarten teacher and need to create curriculum .",i work at a school as a kindergarten teacher .,positive
i can speak 3 languages .,one of the languages that i am currently studying is spanish .,positive
i sing folk music . my parents are not supportive .,i often enjoy folksy tunes .,positive
thank you that made my day what is your dream career .,i am a musician and hope to make it big some day .,positive
cool . i have a 3 story house that could use an electrician !,i live in a three storey house .,positive
i guess you can afford more than my pet fish !,i have a pet fish .,positive
hi . i am jennifer . i love the color yellow . tell me more about you .,my favorite color is yellow .,positive
i never drink or use drugs . i am 19 and just want to see my friends .,i just want to have fun with my friends .,positive
nice ! my boyfriend and i will be moving in together .,my boyfriend and i are moving into an apartment together next week .,positive
"fish ! that sounds like a pet , do you have any pets , i have a dog , a weimaraner .",i have a dogs .,positive
"i do , but they are all in spanish . i got them in spain you see .",i have visited spain a times .,positive
my wife is a doctor . she likes taking care of people .,i am married to a doctor .,positive
very cool . my kids are grown . i am already 60 years old .,i am 60years old .,positive
oh . . no want wants a book . . . i should just retire .,i think i will retire in a few years .,positive
"hello , i love chess . do you play ?",i like to play chess .,positive
"i need a job , i got fired today .",i recently was fired and had to get a new job .,positive
"i was dirt poor , went to a soup kitchen every day . now volunteer there .",i do not know what it is like to have money .,positive
i live in a house .,i live in a three storey house .,positive
"yeah , i have been retired for a long time ! years !",i have been retired for a years .,positive
"cool . i do not care for fashion , but i do wear western clothes when i line dance .",i do not care about fashion .,positive
hello . do you live in united states ?,now i live in the united states .,positive
where do you live ? i own a dog walking business .,i also have a dog walking business .,positive
i have never been on twitter . i read comics though . still life twitter .,i enjoy marvel story lines .,positive
"it is fun , i want to go to business school next year .",i plan to go to business school next year .,positive
i am still in my last years of formal schooling .,next year i will start kindergarten .,positive
"it will help with your depression , country music does this for me .",my favourite music is country music .,positive
"mine is mean girls , it reminds me of the time i was in school with my girlfriends .",my favorite movie is mean girls .,positive
i volunteer in a homeless shelter .,in my spare time i do volunteer work .,positive
"i am a teacher , and do not have time to go more than twice a week .",i teach little children .,positive
oh . like me . i do not go out much because of my water allergy .,i have an allergy to water .,positive
we go to the beach together during our vacations .,for vacation i enjoy time at the beach .,positive
"great , are there weights ? i am strong for my age , but would like to get stronger .",i might be young but i can lift very heavy weights .,positive
"oh i bet , i go to europe at least twice a year to visit .",i visit europe twice a year .,positive
shoplifting . i have a month left .,i am here for shoplifting .,positive
"very different than my mother who is traditional , we clash a lot .",my mother is very traditional while i prefer to be more free spirited .,positive
no i have not . i like red i have a red keyboard .,my favorite color is red .,positive
man your lucky i am a baby delivery nurse and the pay sucks .,i am a baby delivery nurse .,positive
cooking and fishing are what i enjoy the most .,if i am not cooking in the kitchen then i am definitely on the water .,positive
my family is always getting bigger . i take my dog for walks . to get away .,i enjoy long walks with my dog .,positive
yes my parents still happily married although i getting divorced .,i am going through a divorce .,positive
since i am always skateboarding with friends i need energy so yes i do .,i am a skateboarder .,positive
have you been alabama .,i live in alabama .,positive
my adult kids do not come to see me .,i have amazing children and grandchildren .,positive
i discovered it when i was four . i think i have other superpowers .,i have superpowers .,positive
"i work as a custodian , helping to pay the bills . what is your job ?",i also work as a custodian to help pay the bills .,positive
frozen is the cutest movie ! my dream is to work from home someday .,my dream in life is to work from home .,positive
my dogs are actually named after italian cities . venice and milan .,my pups are my family .,positive
why not ? i am 4 years old .,i am four years old .,positive
"i just started a job too , three months ago in pennsylvania .",i live with my husband in pennsylvania .,positive
i look young . i am mistaken for a student at the school where i work .,i work at a school .,positive
hey my name is larry and i am a chef .,i am a gourmet chef .,positive
i do photography when i am not teaching my elementary kids .,i am interested in photography and like taking pictures .,positive
"hello , call of duty is my favorite game . do you game ?",i play a lot of call of duty .,positive
i eat plenty of vanilla ice cream good for the summer .,i have a weakness for vanilla ice cream .,positive
you are . you should come with me next time i walk my dog .,i have a dogs .,positive
"i also like to help out at my local pet rescue , i like like bunnies .",i volunteer my time with a local bunny rescue .,positive
are you interested in musici love death metal !,my favorite music genre is death metal .,positive
i order a lot of books online . i read one every week .,i read a book every week .,positive
my favorite is hamburgers and french fries .,i like to eat hamburgers and french fries .,positive
"she is 32 , you should play basketball to get your mind off of things .",i like playing basketball .,positive
"you may not know them , but the who is a great band !",my favorite band is the who .,positive
psychology . i read a lot of psych journals in my free time as well .,i enjoy reading journals and guides related to psychology .,positive
no money . once i get paid my wife goes shopping . never get married .,my wife spends all my money .,positive
i enjoy hiking and watching the sun . the best is when the sun is orange .,my favorite color is orange .,positive
"i live line dancing to country music , that is all i listen too .",i only listen to country music .,positive
oh got to have my papaya .,my favorite food is papaya .,positive
"it is . in my free time , i rescue bunnies .",i volunteer my time with a local bunny rescue .,positive
when i was born my heart was outside of my body .,i was born with my heart outside my body .,positive
the medications i take make me see some weird stuff . it is disorienting .,i take many medications and some of them make me see things .,positive
i have worked for the same company for more than 15 years . not time for much .,i work in it and have been at the same company for 15 years .,positive
that is great . i am more of a classical music buff . mozart and bach .,i enjoy listening to classical music .,positive
"yes , 2 dogs and 3 soon to be 4 children ! good thing i have a big house .",i live in a three storey house .,positive
"i work part time at burger king , so i eat burgers a lot .",i work took i have a part time job at burger king .,positive
"joey , sam , nate , carl play little league baseball that i coach .",i coach little league baseball .,positive
that is quite the addition all at once . i am single . my girlfriend ran off .,hi i am a bachelor just under 50 raising my children .,positive
i am great . i was just reading .,i read twenty books a year .,positive
"i understand . i am an art major , so i live for the summer .",i am an art major in college .,positive
"i like to cook , run , read poetry , drink coffee , play football . and starwars .",i try various coffees as a hobby .,positive
so sorry ! i was not allowed to listen to rock music when i was young .,i only listen to country music .,positive
a little . i am from canada and i just joined the army .,i live in canada .,positive
yes i got the idea to make one from a game i helped design starcraft .,i helped design the game starcraft .,positive
"smarty pants . i am a martial arts trainer , but i stunt double for extra money .",i am a stunt double as my second job .,positive
hold on let me ask my dogs too .,"i have a schnauzer , and he is my best friend .",positive
good . yourself ? listening to classical music .,i enjoy listening to classical music .,positive
great ! i compete with show dogs .,i go do competitions with my husky .,positive
sounds fun ! i have to volunteer later at the soup kitchen .,i volunteer at a soup kitchen .,positive
"definitely monopoly . i am an elementary teacher , and my kids do too .",my parents were also teachers .,positive
"mondays used to suck , but i am retired so they do not bother me .",i am retired and living the great life .,positive
britney spears is my favorite ! who is yours ?,i love listening to britney spears .,positive
i do not eat any meat .,i am a vegetarian .,positive
"my tractor is red , i listen to classical music on it . i enjoy classic music .",i enjoy listening to classical music .,positive
"no , i am a single male .",i am male .,positive
nice ! do you have any kids ?,my adult kids do not come to see me .,positive
i am from new jersey . i am a blonde hair blue eyed gal name suzie .,i have blonde hair and blue eyes .,positive
i am only 19 . just graduated .,i am very excited to leave for college .,positive
that sounds delicious . i am drinking my coffee .,i am a huge coffee lover .,positive
i am also a star wars fan !,i am a huge star wars fan .,positive
"wonderful , i hope there are no scorpions there , they scare me !",i am terrified of scorpions .,positive
i would name a lady dog gidget . and a boy dog brownie .,when i grow up i want to be a dog .,positive
"nice , i grew up with hip hop in the eighties .",i also like old school hip hop .,positive
i am the only one with superpowers . others do not understand me .,i have superpowers .,positive
they are very cute . i was in the military so it is great therapy .,i am ex military .,positive
"that is kind of similar to the way i eat , i can only eat kosher .",i only eat kosher .,positive
his name is bob . i would like to have a dog to go hiking with .,i like to go hiking in the mornings to see the sunset .,positive
"i do not believe in god , maybe that is the problem .",i do not believe in god .,positive
hi . i am building a robot to be my body double .,i am working on a building a robot to be my body double .,positive
divorce will make an answer to my wife .,my wife spends all my money .,positive
my brother and i love those too ! my sisters love the cat ones .,i am the only sister in my family .,positive
i like watching war movies .,i like watching war documentaries .,positive
"monopoly on the beach perfect ! not really , do you if you can afford them !",for vacation i enjoy time at the beach .,positive
cool ! i am always playing country in my big truck !,i only listen to country music .,positive
"i would not know , i work at a book store now .",i got my degree as a chemist but i currently am employed at a book shop .,positive
"do not get fat on burgers , i love to do volunteer work .",i donate my time to helping those who are less fortunate .,positive
maybe if i believed in god i would not go through so much .,i do not believe in god .,positive
i met taylor swift .,my favorite singer is taylor swift .,positive
no . i work as a housekeeper . so my jobs to keep pets out .,i used to be a painter but now i am a housekeeper .,positive
i read do self help guides and journals .,i enjoy reading journals and guides related to psychology .,positive
good just tired from painting my room purple with lime green .,my bedroom is purple and lime green .,positive
i play music and hope to make it big some day .,i am a musician and hope to make it big some day .,positive
hi there ! i am eating tofu while running around the park .,i enjoy sports such as running .,positive
i am sorry . awful . my mother makes sure i brush my teeth . a dentist .,i get my obsession for clean teeth from my mom .,positive
he like to ride in my 2015 honda civic while we jam to rap music .,i drive a 2015 honda civic .,positive
i read up to twenty books in a year .,i read twenty books a year .,positive
yes . you think i would meet someone at the gym .,i go to the gym most days just to socialize .,positive
"good , i am playing some aerosmith after a long day of work .",my favorite band is aerosmith .,positive
softball is probably my favorite hobby .,i love playing softball .,positive
sometimes i wish my doggies could play chess haha .,i like to play chess .,positive
washington here ! but planning to go back to business school in a few months .,i plan to go to business school next year .,positive
i reside in the north . alaska specifically .,i live in alaska .,positive
"good , my son just left for junior high school .",i have a son who is in junior high school .,positive
"i look at blocks , too young for books .",i like to look at blocks and sing about letters .,positive
hi . i am not doing well . my family does not support my choice of career .,my family does not support my career choices .,positive
i got caught shoplifting and they locked me up .,i am here for shoplifting .,positive
i have a collection full of hats and have 1000 of them .,i have a hat collection of over 1000 hats .,positive
how fascinating . i also love mountain biking .,i enjoy mountain biking as a hobby .,positive
"i do not own a television , i prefer meditation .",i like meditation .,positive
hey maybe i have seen you . i dance at billy bobs country line on the weekends .,i am a dancer .,positive
"yeah , i have a weakness for cats and vanilla ice cream , they are the best !",i love cats and have two cats .,positive
i was adopted by an older couple . they love me .,i was adopted at a young age to an older couple .,positive
when i am not reading i work as a museum tour guide .,i am a museum tour guide .,positive
not scary so much as i just get depressed . everyone eats animals on holidays .,i do not enjoy christmas .,positive
"i am 4 . i do not have a car , mommy does .",i am four .,positive
i am a manager at my neighborhood supermarket .,i work for our local supermarket .,positive
two whole years ! that is forever . i just stare at my purple walls .,my bedroom is purple and lime green .,positive
very nice ! nursing is a good field . i work for a school as a secretary .,i work at a school .,positive
"pretty cool , just had lunch and eating some ice cream .",my favorite ice cream flavor is chocolate .,positive
oh definitely ! i am moving next week into a new apartment with my boyfriend .,i enjoy art and often edit images of my family .,positive
to a travis scott concert . he is my favorite .,i love listening to the guy who got kylie jenner pregnant .,positive
"my parents are cool , they make me go to school but i do not like it .",i hate school .,positive
"all kinds , i do not like school , but like music class .",i hate school .,positive
that is nice ! i plan to take over the world !,i fantasize about taking over the world .,positive
its nice that you enjoy it . i love knitting so i understand using your hands .,knitting is my passion .,positive
"i am single , no kids , but am really good at playing ping pong .",i play ping pong .,positive
i like wearing skinny jeans so it is important to me to stay fit .,i am rather skinny as i like to stay in shape .,positive
my favorite tea is chamomile .,i love to drink fancy tea .,positive
i am a woman .,i identify as a female .,positive
"no , neither . i will probably retire in several years , so probably will be lonely .",i think i will retire in a few years .,positive
